base	case	rep	artifact	secret	class	form	count
generated	bytes	composed-path	diff	base:key8	base	exact	1
generated	bytes	composed-path	support	base:bootstraptoken1	base	exact	1
generated	bytes	composed-path	support	base:key4	base	exact	1
generated	bytes	composed-path	support	base:key5	base	exact	1
generated	bytes	composed-path	support	base:key6	base	exact	1
generated	bytes	composed-path	support	base:key7	base	exact	1
generated	bytes	composed-path	support	base:key8	base	exact	1
generated	bytes	composed-path	support	base:secret0	base	exact	1
generated	bytes	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	bytes	composed-path	support	base:token3	base	exact	1
generated	collision	none	diff	reg-pass@1	ref	exact	1
generated	collision	none	support	base:bootstraptoken1	base	exact	1
generated	collision	none	support	base:key4	base	exact	1
generated	collision	none	support	base:key5	base	exact	1
generated	collision	none	support	base:key6	base	exact	1
generated	collision	none	support	base:key7	base	exact	1
generated	collision	none	support	base:key8	base	exact	1
generated	collision	none	support	base:secret0	base	exact	1
generated	collision	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	collision	none	support	base:token3	base	exact	1
generated	collision	none	support	reg-pass@1	ref	exact	2
generated	collision	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	collision	resolution-path	support	base:key4	base	exact	1
generated	collision	resolution-path	support	base:key5	base	exact	1
generated	collision	resolution-path	support	base:key6	base	exact	1
generated	collision	resolution-path	support	base:key7	base	exact	1
generated	collision	resolution-path	support	base:key8	base	exact	1
generated	collision	resolution-path	support	base:secret0	base	exact	1
generated	collision	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	collision	resolution-path	support	base:token3	base	exact	1
generated	collision	composed-path	support	base:bootstraptoken1	base	exact	1
generated	collision	composed-path	support	base:key4	base	exact	1
generated	collision	composed-path	support	base:key5	base	exact	1
generated	collision	composed-path	support	base:key6	base	exact	1
generated	collision	composed-path	support	base:key7	base	exact	1
generated	collision	composed-path	support	base:key8	base	exact	1
generated	collision	composed-path	support	base:secret0	base	exact	1
generated	collision	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	collision	composed-path	support	base:token3	base	exact	1
generated	delete	none	support	base:bootstraptoken1	base	exact	1
generated	delete	none	support	base:key4	base	exact	1
generated	delete	none	support	base:key5	base	exact	1
generated	delete	none	support	base:key6	base	exact	1
generated	delete	none	support	base:key7	base	exact	1
generated	delete	none	support	base:key8	base	exact	1
generated	delete	none	support	base:secret0	base	exact	1
generated	delete	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	delete	none	support	base:token3	base	exact	1
generated	delete	none	support	reg-pass@1	ref	exact	1
generated	delete	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	delete	resolution-path	support	base:key4	base	exact	1
generated	delete	resolution-path	support	base:key5	base	exact	1
generated	delete	resolution-path	support	base:key6	base	exact	1
generated	delete	resolution-path	support	base:key7	base	exact	1
generated	delete	resolution-path	support	base:key8	base	exact	1
generated	delete	resolution-path	support	base:secret0	base	exact	1
generated	delete	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	delete	resolution-path	support	base:token3	base	exact	1
generated	delete	composed-path	support	base:bootstraptoken1	base	exact	1
generated	delete	composed-path	support	base:key4	base	exact	1
generated	delete	composed-path	support	base:key5	base	exact	1
generated	delete	composed-path	support	base:key6	base	exact	1
generated	delete	composed-path	support	base:key7	base	exact	1
generated	delete	composed-path	support	base:key8	base	exact	1
generated	delete	composed-path	support	base:secret0	base	exact	1
generated	delete	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	delete	composed-path	support	base:token3	base	exact	1
generated	document	none	diff	roots@1	ref	exact	1
generated	document	none	support	base:bootstraptoken1	base	exact	1
generated	document	none	support	base:key4	base	exact	1
generated	document	none	support	base:key5	base	exact	1
generated	document	none	support	base:key6	base	exact	1
generated	document	none	support	base:key7	base	exact	1
generated	document	none	support	base:key8	base	exact	1
generated	document	none	support	base:secret0	base	exact	1
generated	document	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	document	none	support	base:token3	base	exact	1
generated	document	none	support	roots@1	ref	exact	2
generated	document	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	document	resolution-path	support	base:key4	base	exact	1
generated	document	resolution-path	support	base:key5	base	exact	1
generated	document	resolution-path	support	base:key6	base	exact	1
generated	document	resolution-path	support	base:key7	base	exact	1
generated	document	resolution-path	support	base:key8	base	exact	1
generated	document	resolution-path	support	base:secret0	base	exact	1
generated	document	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	document	resolution-path	support	base:token3	base	exact	1
generated	document	schema	diff	roots@1	ref	exact	1
generated	document	schema	support	roots@1	ref	exact	2
generated	document	composed-path	support	base:bootstraptoken1	base	exact	1
generated	document	composed-path	support	base:key4	base	exact	1
generated	document	composed-path	support	base:key5	base	exact	1
generated	document	composed-path	support	base:key6	base	exact	1
generated	document	composed-path	support	base:key7	base	exact	1
generated	document	composed-path	support	base:key8	base	exact	1
generated	document	composed-path	support	base:secret0	base	exact	1
generated	document	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	document	composed-path	support	base:token3	base	exact	1
generated	duplicate-literal	none	diff	base:secret0	base	exact	1
generated	duplicate-literal	none	diff	reg-pass@1	ref	exact	2
generated	duplicate-literal	none	support	base:bootstraptoken1	base	exact	1
generated	duplicate-literal	none	support	base:key4	base	exact	1
generated	duplicate-literal	none	support	base:key5	base	exact	1
generated	duplicate-literal	none	support	base:key6	base	exact	1
generated	duplicate-literal	none	support	base:key7	base	exact	1
generated	duplicate-literal	none	support	base:key8	base	exact	1
generated	duplicate-literal	none	support	base:secret0	base	exact	1
generated	duplicate-literal	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	duplicate-literal	none	support	base:token3	base	exact	1
generated	duplicate-literal	none	support	reg-pass@1	ref	exact	4
generated	duplicate-literal	resolution-path	diff	base:secret0	base	exact	1
generated	duplicate-literal	resolution-path	diff	reg-pass@1	ref	exact	1
generated	duplicate-literal	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	duplicate-literal	resolution-path	support	base:key4	base	exact	1
generated	duplicate-literal	resolution-path	support	base:key5	base	exact	1
generated	duplicate-literal	resolution-path	support	base:key6	base	exact	1
generated	duplicate-literal	resolution-path	support	base:key7	base	exact	1
generated	duplicate-literal	resolution-path	support	base:key8	base	exact	1
generated	duplicate-literal	resolution-path	support	base:secret0	base	exact	1
generated	duplicate-literal	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	duplicate-literal	resolution-path	support	base:token3	base	exact	1
generated	duplicate-literal	resolution-path	support	reg-pass@1	ref	exact	2
generated	duplicate-literal	schema	diff	reg-pass@1	ref	exact	1
generated	duplicate-literal	schema	support	reg-pass@1	ref	exact	2
generated	duplicate-literal	composed-path	diff	base:secret0	base	exact	1
generated	duplicate-literal	composed-path	diff	reg-pass@1	ref	exact	1
generated	duplicate-literal	composed-path	support	base:bootstraptoken1	base	exact	1
generated	duplicate-literal	composed-path	support	base:key4	base	exact	1
generated	duplicate-literal	composed-path	support	base:key5	base	exact	1
generated	duplicate-literal	composed-path	support	base:key6	base	exact	1
generated	duplicate-literal	composed-path	support	base:key7	base	exact	1
generated	duplicate-literal	composed-path	support	base:key8	base	exact	1
generated	duplicate-literal	composed-path	support	base:secret0	base	exact	1
generated	duplicate-literal	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	duplicate-literal	composed-path	support	base:token3	base	exact	1
generated	duplicate-literal	composed-path	support	reg-pass@1	ref	exact	2
generated	duplicate-literal	path+schema	diff	reg-pass@1	ref	exact	1
generated	duplicate-literal	path+schema	support	reg-pass@1	ref	exact	2
generated	embedded-json	none	diff	app-token@1	ref	json-escaped	1
generated	embedded-json	none	support	app-token@1	ref	json-escaped	2
generated	embedded-json	none	support	base:bootstraptoken1	base	exact	1
generated	embedded-json	none	support	base:key4	base	exact	1
generated	embedded-json	none	support	base:key5	base	exact	1
generated	embedded-json	none	support	base:key6	base	exact	1
generated	embedded-json	none	support	base:key7	base	exact	1
generated	embedded-json	none	support	base:key8	base	exact	1
generated	embedded-json	none	support	base:secret0	base	exact	1
generated	embedded-json	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-json	none	support	base:token3	base	exact	1
generated	embedded-json	value	diff	app-token@1	ref	json-escaped	1
generated	embedded-json	value	support	app-token@1	ref	json-escaped	2
generated	embedded-json	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	embedded-json	resolution-path	support	base:key4	base	exact	1
generated	embedded-json	resolution-path	support	base:key5	base	exact	1
generated	embedded-json	resolution-path	support	base:key6	base	exact	1
generated	embedded-json	resolution-path	support	base:key7	base	exact	1
generated	embedded-json	resolution-path	support	base:key8	base	exact	1
generated	embedded-json	resolution-path	support	base:secret0	base	exact	1
generated	embedded-json	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-json	resolution-path	support	base:token3	base	exact	1
generated	embedded-json	schema	diff	app-token@1	ref	json-escaped	1
generated	embedded-json	schema	support	app-token@1	ref	json-escaped	2
generated	embedded-json	composed-path	support	base:bootstraptoken1	base	exact	1
generated	embedded-json	composed-path	support	base:key4	base	exact	1
generated	embedded-json	composed-path	support	base:key5	base	exact	1
generated	embedded-json	composed-path	support	base:key6	base	exact	1
generated	embedded-json	composed-path	support	base:key7	base	exact	1
generated	embedded-json	composed-path	support	base:key8	base	exact	1
generated	embedded-json	composed-path	support	base:secret0	base	exact	1
generated	embedded-json	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-json	composed-path	support	base:token3	base	exact	1
generated	embedded-yaml	none	diff	app-pass@1	ref	yaml-escaped	1
generated	embedded-yaml	none	diff	base:key4	base	exact	1
generated	embedded-yaml	none	support	app-pass@1	ref	yaml-escaped	2
generated	embedded-yaml	none	support	base:bootstraptoken1	base	exact	1
generated	embedded-yaml	none	support	base:key4	base	exact	1
generated	embedded-yaml	none	support	base:key5	base	exact	1
generated	embedded-yaml	none	support	base:key6	base	exact	1
generated	embedded-yaml	none	support	base:key7	base	exact	1
generated	embedded-yaml	none	support	base:key8	base	exact	1
generated	embedded-yaml	none	support	base:secret0	base	exact	1
generated	embedded-yaml	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-yaml	none	support	base:token3	base	exact	1
generated	embedded-yaml	value	diff	app-pass@1	ref	yaml-escaped	1
generated	embedded-yaml	value	support	app-pass@1	ref	yaml-escaped	2
generated	embedded-yaml	resolution-path	diff	base:key4	base	exact	1
generated	embedded-yaml	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	embedded-yaml	resolution-path	support	base:key4	base	exact	1
generated	embedded-yaml	resolution-path	support	base:key5	base	exact	1
generated	embedded-yaml	resolution-path	support	base:key6	base	exact	1
generated	embedded-yaml	resolution-path	support	base:key7	base	exact	1
generated	embedded-yaml	resolution-path	support	base:key8	base	exact	1
generated	embedded-yaml	resolution-path	support	base:secret0	base	exact	1
generated	embedded-yaml	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-yaml	resolution-path	support	base:token3	base	exact	1
generated	embedded-yaml	schema	diff	app-pass@1	ref	yaml-escaped	1
generated	embedded-yaml	schema	support	app-pass@1	ref	yaml-escaped	2
generated	embedded-yaml	composed-path	diff	base:key4	base	exact	1
generated	embedded-yaml	composed-path	support	base:bootstraptoken1	base	exact	1
generated	embedded-yaml	composed-path	support	base:key4	base	exact	1
generated	embedded-yaml	composed-path	support	base:key5	base	exact	1
generated	embedded-yaml	composed-path	support	base:key6	base	exact	1
generated	embedded-yaml	composed-path	support	base:key7	base	exact	1
generated	embedded-yaml	composed-path	support	base:key8	base	exact	1
generated	embedded-yaml	composed-path	support	base:secret0	base	exact	1
generated	embedded-yaml	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	embedded-yaml	composed-path	support	base:token3	base	exact	1
generated	int	none	diff	prism-port@1	ref	keyed	1
generated	int	none	support	base:bootstraptoken1	base	exact	1
generated	int	none	support	base:key4	base	exact	1
generated	int	none	support	base:key5	base	exact	1
generated	int	none	support	base:key6	base	exact	1
generated	int	none	support	base:key7	base	exact	1
generated	int	none	support	base:key8	base	exact	1
generated	int	none	support	base:secret0	base	exact	1
generated	int	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	int	none	support	base:token3	base	exact	1
generated	int	none	support	prism-port@1	ref	keyed	2
generated	int	value	diff	prism-port@1	ref	keyed	1
generated	int	value	support	prism-port@1	ref	keyed	2
generated	int	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	int	resolution-path	support	base:key4	base	exact	1
generated	int	resolution-path	support	base:key5	base	exact	1
generated	int	resolution-path	support	base:key6	base	exact	1
generated	int	resolution-path	support	base:key7	base	exact	1
generated	int	resolution-path	support	base:key8	base	exact	1
generated	int	resolution-path	support	base:secret0	base	exact	1
generated	int	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	int	resolution-path	support	base:token3	base	exact	1
generated	int	schema	diff	prism-port@1	ref	keyed	1
generated	int	schema	support	prism-port@1	ref	keyed	2
generated	int	composed-path	support	base:bootstraptoken1	base	exact	1
generated	int	composed-path	support	base:key4	base	exact	1
generated	int	composed-path	support	base:key5	base	exact	1
generated	int	composed-path	support	base:key6	base	exact	1
generated	int	composed-path	support	base:key7	base	exact	1
generated	int	composed-path	support	base:key8	base	exact	1
generated	int	composed-path	support	base:secret0	base	exact	1
generated	int	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	int	composed-path	support	base:token3	base	exact	1
generated	invalid-value	none	diff	dns-domain@1	ref	exact	1
generated	invalid-value	none	errors	dns-domain@1	ref	exact	1
generated	invalid-value	none	log	dns-domain@1	ref	exact	1
generated	invalid-value	none	support	base:bootstraptoken1	base	exact	1
generated	invalid-value	none	support	base:key4	base	exact	1
generated	invalid-value	none	support	base:key5	base	exact	1
generated	invalid-value	none	support	base:key6	base	exact	1
generated	invalid-value	none	support	base:key7	base	exact	1
generated	invalid-value	none	support	base:key8	base	exact	1
generated	invalid-value	none	support	base:secret0	base	exact	1
generated	invalid-value	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	invalid-value	none	support	base:token3	base	exact	1
generated	invalid-value	none	support	dns-domain@1	ref	exact	4
generated	invalid-value	resolution-path	errors	dns-domain@1	ref	exact	1
generated	invalid-value	resolution-path	log	dns-domain@1	ref	exact	1
generated	invalid-value	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	invalid-value	resolution-path	support	base:key4	base	exact	1
generated	invalid-value	resolution-path	support	base:key5	base	exact	1
generated	invalid-value	resolution-path	support	base:key6	base	exact	1
generated	invalid-value	resolution-path	support	base:key7	base	exact	1
generated	invalid-value	resolution-path	support	base:key8	base	exact	1
generated	invalid-value	resolution-path	support	base:secret0	base	exact	1
generated	invalid-value	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	invalid-value	resolution-path	support	base:token3	base	exact	1
generated	invalid-value	resolution-path	support	dns-domain@1	ref	exact	2
generated	invalid-value	schema	diff	dns-domain@1	ref	exact	1
generated	invalid-value	schema	errors	dns-domain@1	ref	exact	1
generated	invalid-value	schema	log	dns-domain@1	ref	exact	1
generated	invalid-value	schema	support	dns-domain@1	ref	exact	4
generated	invalid-value	composed-path	support	base:bootstraptoken1	base	exact	1
generated	invalid-value	composed-path	support	base:key4	base	exact	1
generated	invalid-value	composed-path	support	base:key5	base	exact	1
generated	invalid-value	composed-path	support	base:key6	base	exact	1
generated	invalid-value	composed-path	support	base:key7	base	exact	1
generated	invalid-value	composed-path	support	base:key8	base	exact	1
generated	invalid-value	composed-path	support	base:secret0	base	exact	1
generated	invalid-value	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	invalid-value	composed-path	support	base:token3	base	exact	1
generated	list-append	none	diff	base:key4	base	exact	1
generated	list-append	none	diff	manifest-url@1	ref	exact	1
generated	list-append	none	support	base:bootstraptoken1	base	exact	1
generated	list-append	none	support	base:key4	base	exact	1
generated	list-append	none	support	base:key5	base	exact	1
generated	list-append	none	support	base:key6	base	exact	1
generated	list-append	none	support	base:key7	base	exact	1
generated	list-append	none	support	base:key8	base	exact	1
generated	list-append	none	support	base:secret0	base	exact	1
generated	list-append	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-append	none	support	base:token3	base	exact	1
generated	list-append	none	support	manifest-url@1	ref	exact	2
generated	list-append	resolution-path	diff	base:key4	base	exact	1
generated	list-append	resolution-path	diff	manifest-url@1	ref	exact	1
generated	list-append	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	list-append	resolution-path	support	base:key4	base	exact	1
generated	list-append	resolution-path	support	base:key5	base	exact	1
generated	list-append	resolution-path	support	base:key6	base	exact	1
generated	list-append	resolution-path	support	base:key7	base	exact	1
generated	list-append	resolution-path	support	base:key8	base	exact	1
generated	list-append	resolution-path	support	base:secret0	base	exact	1
generated	list-append	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-append	resolution-path	support	base:token3	base	exact	1
generated	list-append	resolution-path	support	manifest-url@1	ref	exact	1
generated	list-append	schema	diff	manifest-url@1	ref	exact	1
generated	list-append	schema	support	manifest-url@1	ref	exact	2
generated	list-append	composed-path	diff	base:key4	base	exact	1
generated	list-append	composed-path	support	base:bootstraptoken1	base	exact	1
generated	list-append	composed-path	support	base:key4	base	exact	1
generated	list-append	composed-path	support	base:key5	base	exact	1
generated	list-append	composed-path	support	base:key6	base	exact	1
generated	list-append	composed-path	support	base:key7	base	exact	1
generated	list-append	composed-path	support	base:key8	base	exact	1
generated	list-append	composed-path	support	base:secret0	base	exact	1
generated	list-append	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-append	composed-path	support	base:token3	base	exact	1
generated	list-duplicate	none	diff	base:key4	base	exact	1
generated	list-duplicate	none	diff	dup-pass@1	ref	exact	1
generated	list-duplicate	none	support	base:bootstraptoken1	base	exact	1
generated	list-duplicate	none	support	base:key4	base	exact	1
generated	list-duplicate	none	support	base:key5	base	exact	1
generated	list-duplicate	none	support	base:key6	base	exact	1
generated	list-duplicate	none	support	base:key7	base	exact	1
generated	list-duplicate	none	support	base:key8	base	exact	1
generated	list-duplicate	none	support	base:secret0	base	exact	1
generated	list-duplicate	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-duplicate	none	support	base:token3	base	exact	1
generated	list-duplicate	none	support	dup-pass@1	ref	exact	2
generated	list-duplicate	resolution-path	diff	base:key4	base	exact	1
generated	list-duplicate	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	list-duplicate	resolution-path	support	base:key4	base	exact	1
generated	list-duplicate	resolution-path	support	base:key5	base	exact	1
generated	list-duplicate	resolution-path	support	base:key6	base	exact	1
generated	list-duplicate	resolution-path	support	base:key7	base	exact	1
generated	list-duplicate	resolution-path	support	base:key8	base	exact	1
generated	list-duplicate	resolution-path	support	base:secret0	base	exact	1
generated	list-duplicate	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-duplicate	resolution-path	support	base:token3	base	exact	1
generated	list-duplicate	schema	diff	dup-pass@1	ref	exact	1
generated	list-duplicate	schema	support	dup-pass@1	ref	exact	2
generated	list-duplicate	composed-path	diff	base:key4	base	exact	1
generated	list-duplicate	composed-path	support	base:bootstraptoken1	base	exact	1
generated	list-duplicate	composed-path	support	base:key4	base	exact	1
generated	list-duplicate	composed-path	support	base:key5	base	exact	1
generated	list-duplicate	composed-path	support	base:key6	base	exact	1
generated	list-duplicate	composed-path	support	base:key7	base	exact	1
generated	list-duplicate	composed-path	support	base:key8	base	exact	1
generated	list-duplicate	composed-path	support	base:secret0	base	exact	1
generated	list-duplicate	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	list-duplicate	composed-path	support	base:token3	base	exact	1
generated	map	none	diff	reg-auth@1#password	ref	exact	1
generated	map	none	diff	reg-auth@1#username	ref	exact	1
generated	map	none	support	base:bootstraptoken1	base	exact	1
generated	map	none	support	base:key4	base	exact	1
generated	map	none	support	base:key5	base	exact	1
generated	map	none	support	base:key6	base	exact	1
generated	map	none	support	base:key7	base	exact	1
generated	map	none	support	base:key8	base	exact	1
generated	map	none	support	base:secret0	base	exact	1
generated	map	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	map	none	support	base:token3	base	exact	1
generated	map	none	support	reg-auth@1#password	ref	exact	2
generated	map	none	support	reg-auth@1#username	ref	exact	2
generated	map	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	map	resolution-path	support	base:key4	base	exact	1
generated	map	resolution-path	support	base:key5	base	exact	1
generated	map	resolution-path	support	base:key6	base	exact	1
generated	map	resolution-path	support	base:key7	base	exact	1
generated	map	resolution-path	support	base:key8	base	exact	1
generated	map	resolution-path	support	base:secret0	base	exact	1
generated	map	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	map	resolution-path	support	base:token3	base	exact	1
generated	map	schema	diff	reg-auth@1#username	ref	exact	1
generated	map	schema	support	reg-auth@1#username	ref	exact	2
generated	map	composed-path	support	base:bootstraptoken1	base	exact	1
generated	map	composed-path	support	base:key4	base	exact	1
generated	map	composed-path	support	base:key5	base	exact	1
generated	map	composed-path	support	base:key6	base	exact	1
generated	map	composed-path	support	base:key7	base	exact	1
generated	map	composed-path	support	base:key8	base	exact	1
generated	map	composed-path	support	base:secret0	base	exact	1
generated	map	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	map	composed-path	support	base:token3	base	exact	1
generated	map-partial	none	diff	reg-auth@1#username	ref	exact	1
generated	map-partial	none	support	base:bootstraptoken1	base	exact	1
generated	map-partial	none	support	base:key4	base	exact	1
generated	map-partial	none	support	base:key5	base	exact	1
generated	map-partial	none	support	base:key6	base	exact	1
generated	map-partial	none	support	base:key7	base	exact	1
generated	map-partial	none	support	base:key8	base	exact	1
generated	map-partial	none	support	base:secret0	base	exact	1
generated	map-partial	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	map-partial	none	support	base:token3	base	exact	1
generated	map-partial	none	support	reg-auth@1#password	ref	exact	1
generated	map-partial	none	support	reg-auth@1#username	ref	exact	2
generated	map-partial	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	map-partial	resolution-path	support	base:key4	base	exact	1
generated	map-partial	resolution-path	support	base:key5	base	exact	1
generated	map-partial	resolution-path	support	base:key6	base	exact	1
generated	map-partial	resolution-path	support	base:key7	base	exact	1
generated	map-partial	resolution-path	support	base:key8	base	exact	1
generated	map-partial	resolution-path	support	base:secret0	base	exact	1
generated	map-partial	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	map-partial	resolution-path	support	base:token3	base	exact	1
generated	map-partial	schema	diff	reg-auth@1#username	ref	exact	1
generated	map-partial	schema	support	reg-auth@1#username	ref	exact	2
generated	map-partial	composed-path	support	base:bootstraptoken1	base	exact	1
generated	map-partial	composed-path	support	base:key4	base	exact	1
generated	map-partial	composed-path	support	base:key5	base	exact	1
generated	map-partial	composed-path	support	base:key6	base	exact	1
generated	map-partial	composed-path	support	base:key7	base	exact	1
generated	map-partial	composed-path	support	base:key8	base	exact	1
generated	map-partial	composed-path	support	base:secret0	base	exact	1
generated	map-partial	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	map-partial	composed-path	support	base:token3	base	exact	1
generated	moved-r1	none	diff	reg-pass@1	ref	exact	1
generated	moved-r1	none	support	base:bootstraptoken1	base	exact	1
generated	moved-r1	none	support	base:key4	base	exact	1
generated	moved-r1	none	support	base:key5	base	exact	1
generated	moved-r1	none	support	base:key6	base	exact	1
generated	moved-r1	none	support	base:key7	base	exact	1
generated	moved-r1	none	support	base:key8	base	exact	1
generated	moved-r1	none	support	base:secret0	base	exact	1
generated	moved-r1	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r1	none	support	base:token3	base	exact	1
generated	moved-r1	none	support	reg-pass@1	ref	exact	2
generated	moved-r1	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	moved-r1	resolution-path	support	base:key4	base	exact	1
generated	moved-r1	resolution-path	support	base:key5	base	exact	1
generated	moved-r1	resolution-path	support	base:key6	base	exact	1
generated	moved-r1	resolution-path	support	base:key7	base	exact	1
generated	moved-r1	resolution-path	support	base:key8	base	exact	1
generated	moved-r1	resolution-path	support	base:secret0	base	exact	1
generated	moved-r1	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r1	resolution-path	support	base:token3	base	exact	1
generated	moved-r1	composed-path	support	base:bootstraptoken1	base	exact	1
generated	moved-r1	composed-path	support	base:key4	base	exact	1
generated	moved-r1	composed-path	support	base:key5	base	exact	1
generated	moved-r1	composed-path	support	base:key6	base	exact	1
generated	moved-r1	composed-path	support	base:key7	base	exact	1
generated	moved-r1	composed-path	support	base:key8	base	exact	1
generated	moved-r1	composed-path	support	base:secret0	base	exact	1
generated	moved-r1	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r1	composed-path	support	base:token3	base	exact	1
generated	moved-r2	none	diff	reg-pass@1	ref	exact	1
generated	moved-r2	none	support	base:bootstraptoken1	base	exact	1
generated	moved-r2	none	support	base:key4	base	exact	1
generated	moved-r2	none	support	base:key5	base	exact	1
generated	moved-r2	none	support	base:key6	base	exact	1
generated	moved-r2	none	support	base:key7	base	exact	1
generated	moved-r2	none	support	base:key8	base	exact	1
generated	moved-r2	none	support	base:secret0	base	exact	1
generated	moved-r2	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r2	none	support	base:token3	base	exact	1
generated	moved-r2	none	support	reg-pass@1	ref	exact	2
generated	moved-r2	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	moved-r2	resolution-path	support	base:key4	base	exact	1
generated	moved-r2	resolution-path	support	base:key5	base	exact	1
generated	moved-r2	resolution-path	support	base:key6	base	exact	1
generated	moved-r2	resolution-path	support	base:key7	base	exact	1
generated	moved-r2	resolution-path	support	base:key8	base	exact	1
generated	moved-r2	resolution-path	support	base:secret0	base	exact	1
generated	moved-r2	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r2	resolution-path	support	base:token3	base	exact	1
generated	moved-r2	composed-path	support	base:bootstraptoken1	base	exact	1
generated	moved-r2	composed-path	support	base:key4	base	exact	1
generated	moved-r2	composed-path	support	base:key5	base	exact	1
generated	moved-r2	composed-path	support	base:key6	base	exact	1
generated	moved-r2	composed-path	support	base:key7	base	exact	1
generated	moved-r2	composed-path	support	base:key8	base	exact	1
generated	moved-r2	composed-path	support	base:secret0	base	exact	1
generated	moved-r2	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	moved-r2	composed-path	support	base:token3	base	exact	1
generated	override-literal	none	support	base:bootstraptoken1	base	exact	1
generated	override-literal	none	support	base:key4	base	exact	1
generated	override-literal	none	support	base:key5	base	exact	1
generated	override-literal	none	support	base:key6	base	exact	1
generated	override-literal	none	support	base:key7	base	exact	1
generated	override-literal	none	support	base:key8	base	exact	1
generated	override-literal	none	support	base:secret0	base	exact	1
generated	override-literal	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-literal	none	support	base:token3	base	exact	1
generated	override-literal	none	support	reg-pass@1	ref	exact	1
generated	override-literal	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	override-literal	resolution-path	support	base:key4	base	exact	1
generated	override-literal	resolution-path	support	base:key5	base	exact	1
generated	override-literal	resolution-path	support	base:key6	base	exact	1
generated	override-literal	resolution-path	support	base:key7	base	exact	1
generated	override-literal	resolution-path	support	base:key8	base	exact	1
generated	override-literal	resolution-path	support	base:secret0	base	exact	1
generated	override-literal	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-literal	resolution-path	support	base:token3	base	exact	1
generated	override-literal	composed-path	support	base:bootstraptoken1	base	exact	1
generated	override-literal	composed-path	support	base:key4	base	exact	1
