base	case	item	expected	observed	match
generated	ref-over-ref	premise.marked	parity	parity	yes
generated	ref-over-ref	premise.binding	parity	parity	yes
generated	ref-over-ref	effective	pass-b	pass-b	yes
generated	ref-over-ref	overridden	pass-a	pass-a	yes
generated	ref-over-ref	unresolved	-	-	yes
generated	ref-over-ref	message.patch	none	none	yes
generated	ref-over-ref	message.validate	verbatim	verbatim	yes
generated	ref-over-ref	leak.none	leak	leak	yes
generated	ref-over-ref	leak.value	clean	clean	yes
generated	ref-over-ref	leak.resolution-path	clean	clean	yes
generated	ref-over-ref	leak.schema	clean	clean	yes
generated	ref-over-ref	leak.composed-path	clean	clean	yes
generated	ref-over-ref	leak.path+schema	clean	clean	yes
generated	ref-over-ref	leak.path+schema+value	clean	clean	yes
generated	ref-over-ref	base-leak.none	leak	leak	yes
generated	ref-over-ref	base-leak.value	clean	clean	yes
generated	ref-over-ref	base-leak.resolution-path	leak	leak	yes
generated	ref-over-ref	base-leak.schema	clean	clean	yes
generated	ref-over-ref	base-leak.composed-path	leak	leak	yes
generated	ref-over-ref	base-leak.path+schema	clean	clean	yes
generated	ref-over-ref	base-leak.path+schema+value	clean	clean	yes
generated	ref-over-ref	fidelity	ok	ok	yes
generated	rotate-r1	native	pass	pass	yes
generated	rotate-r1	premise.tag	parity	parity	yes
generated	rotate-r1	premise.marked	parity	parity	yes
generated	rotate-r1	premise.binding	parity	parity	yes
generated	rotate-r1	effective	reg-pass	reg-pass	yes
generated	rotate-r1	overridden	-	-	yes
generated	rotate-r1	unresolved	-	-	yes
generated	rotate-r1	message.patch	none	none	yes
generated	rotate-r1	message.validate	verbatim	verbatim	yes
generated	rotate-r1	leak.none	leak	leak	yes
generated	rotate-r1	leak.value	clean	clean	yes
generated	rotate-r1	leak.resolution-path	clean	clean	yes
generated	rotate-r1	leak.schema	clean	clean	yes
generated	rotate-r1	leak.composed-path	clean	clean	yes
generated	rotate-r1	leak.path+schema	clean	clean	yes
generated	rotate-r1	leak.path+schema+value	clean	clean	yes
generated	rotate-r1	base-leak.none	leak	leak	yes
generated	rotate-r1	base-leak.value	clean	clean	yes
generated	rotate-r1	base-leak.resolution-path	leak	leak	yes
generated	rotate-r1	base-leak.schema	clean	clean	yes
generated	rotate-r1	base-leak.composed-path	leak	leak	yes
generated	rotate-r1	base-leak.path+schema	clean	clean	yes
generated	rotate-r1	base-leak.path+schema+value	clean	clean	yes
generated	rotate-r1	fidelity	ok	ok	yes
generated	rotate-r2	native	pass	pass	yes
generated	rotate-r2	premise.tag	parity	parity	yes
generated	rotate-r2	premise.marked	parity	parity	yes
generated	rotate-r2	premise.binding	parity	parity	yes
generated	rotate-r2	effective	reg-pass	reg-pass	yes
generated	rotate-r2	overridden	-	-	yes
generated	rotate-r2	unresolved	-	-	yes
generated	rotate-r2	message.patch	none	none	yes
generated	rotate-r2	message.validate	verbatim	verbatim	yes
generated	rotate-r2	leak.none	leak	leak	yes
generated	rotate-r2	leak.value	clean	clean	yes
generated	rotate-r2	leak.resolution-path	clean	clean	yes
generated	rotate-r2	leak.schema	clean	clean	yes
generated	rotate-r2	leak.composed-path	clean	clean	yes
generated	rotate-r2	leak.path+schema	clean	clean	yes
generated	rotate-r2	leak.path+schema+value	clean	clean	yes
generated	rotate-r2	base-leak.none	leak	leak	yes
generated	rotate-r2	base-leak.value	clean	clean	yes
generated	rotate-r2	base-leak.resolution-path	leak	leak	yes
generated	rotate-r2	base-leak.schema	clean	clean	yes
generated	rotate-r2	base-leak.composed-path	leak	leak	yes
generated	rotate-r2	base-leak.path+schema	clean	clean	yes
generated	rotate-r2	base-leak.path+schema+value	clean	clean	yes
generated	rotate-r2	fidelity	ok	ok	yes
generated	string	native	pass	pass	yes
generated	string	premise.tag	parity	parity	yes
generated	string	premise.marked	parity	parity	yes
generated	string	premise.binding	parity	parity	yes
generated	string	effective	reg-pass	reg-pass	yes
generated	string	overridden	-	-	yes
generated	string	unresolved	-	-	yes
generated	string	message.patch	none	none	yes
generated	string	message.validate	verbatim	verbatim	yes
generated	string	leak.none	leak	leak	yes
generated	string	leak.value	clean	clean	yes
generated	string	leak.resolution-path	clean	clean	yes
generated	string	leak.schema	clean	clean	yes
generated	string	leak.composed-path	clean	clean	yes
generated	string	leak.path+schema	clean	clean	yes
generated	string	leak.path+schema+value	clean	clean	yes
generated	string	base-leak.none	leak	leak	yes
generated	string	base-leak.value	clean	clean	yes
generated	string	base-leak.resolution-path	leak	leak	yes
generated	string	base-leak.schema	clean	clean	yes
generated	string	base-leak.composed-path	leak	leak	yes
generated	string	base-leak.path+schema	clean	clean	yes
generated	string	base-leak.path+schema+value	clean	clean	yes
generated	string	fidelity	ok	ok	yes
generated	type-mismatch	native	rejected	rejected	yes
generated	type-mismatch	premise.tag	rejected	rejected	yes
generated	type-mismatch	premise.marked	rejected	rejected	yes
generated	type-mismatch	premise.binding	rejected	rejected	yes
generated	type-mismatch	effective	-	-	yes
generated	type-mismatch	overridden	-	-	yes
generated	type-mismatch	unresolved	-	-	yes
generated	type-mismatch	message.patch	redacted	redacted	yes
generated	type-mismatch	message.validate	skipped	skipped	yes
generated	type-mismatch	leak.none	leak	leak	yes
generated	type-mismatch	leak.value	leak	leak	yes
generated	type-mismatch	leak.resolution-path	leak	leak	yes
generated	type-mismatch	leak.schema	leak	leak	yes
generated	type-mismatch	leak.composed-path	clean	clean	yes
generated	type-mismatch	leak.path+schema	clean	clean	yes
generated	type-mismatch	leak.path+schema+value	clean	clean	yes
generated	type-mismatch	base-leak.none	clean	clean	yes
generated	type-mismatch	base-leak.value	clean	clean	yes
generated	type-mismatch	base-leak.resolution-path	clean	clean	yes
generated	type-mismatch	base-leak.schema	clean	clean	yes
generated	type-mismatch	base-leak.composed-path	clean	clean	yes
generated	type-mismatch	base-leak.path+schema	clean	clean	yes
generated	type-mismatch	base-leak.path+schema+value	clean	clean	yes
generated	type-mismatch	fidelity	ok	ok	yes
generated	type-mismatch-two	native	rejected	rejected	yes
generated	type-mismatch-two	premise.tag	rejected	rejected	yes
generated	type-mismatch-two	premise.marked	rejected	rejected	yes
generated	type-mismatch-two	premise.binding	rejected	rejected	yes
generated	type-mismatch-two	effective	-	-	yes
generated	type-mismatch-two	overridden	-	-	yes
generated	type-mismatch-two	unresolved	-	-	yes
generated	type-mismatch-two	message.patch	redacted	redacted	yes
generated	type-mismatch-two	message.validate	skipped	skipped	yes
generated	type-mismatch-two	leak.none	leak	leak	yes
generated	type-mismatch-two	leak.value	leak	leak	yes
generated	type-mismatch-two	leak.resolution-path	leak	leak	yes
generated	type-mismatch-two	leak.schema	leak	leak	yes
generated	type-mismatch-two	leak.composed-path	clean	clean	yes
generated	type-mismatch-two	leak.path+schema	clean	clean	yes
generated	type-mismatch-two	leak.path+schema+value	clean	clean	yes
generated	type-mismatch-two	base-leak.none	clean	clean	yes
generated	type-mismatch-two	base-leak.value	clean	clean	yes
generated	type-mismatch-two	base-leak.resolution-path	clean	clean	yes
generated	type-mismatch-two	base-leak.schema	clean	clean	yes
generated	type-mismatch-two	base-leak.composed-path	clean	clean	yes
generated	type-mismatch-two	base-leak.path+schema	clean	clean	yes
generated	type-mismatch-two	base-leak.path+schema+value	clean	clean	yes
generated	type-mismatch-two	fidelity	ok	ok	yes
generated	unidentified-embedded	native	pass	pass	yes
generated	unidentified-embedded	premise.tag	differs	differs	yes
generated	unidentified-embedded	premise.marked	differs	differs	yes
generated	unidentified-embedded	premise.binding	refused	refused	yes
generated	unidentified-embedded	effective	-	-	yes
generated	unidentified-embedded	overridden	-	-	yes
generated	unidentified-embedded	unresolved	app-pass	app-pass	yes
generated	unidentified-embedded	message.patch	none	none	yes
generated	unidentified-embedded	message.validate	verbatim	verbatim	yes
generated	unidentified-embedded	leak.none	clean	clean	yes
generated	unidentified-embedded	leak.value	clean	clean	yes
generated	unidentified-embedded	leak.resolution-path	clean	clean	yes
generated	unidentified-embedded	leak.schema	clean	clean	yes
generated	unidentified-embedded	leak.composed-path	clean	clean	yes
generated	unidentified-embedded	leak.path+schema	clean	clean	yes
generated	unidentified-embedded	leak.path+schema+value	clean	clean	yes
generated	unidentified-embedded	base-leak.none	leak	leak	yes
generated	unidentified-embedded	base-leak.value	clean	clean	yes
generated	unidentified-embedded	base-leak.resolution-path	leak	leak	yes
generated	unidentified-embedded	base-leak.schema	clean	clean	yes
generated	unidentified-embedded	base-leak.composed-path	leak	leak	yes
generated	unidentified-embedded	base-leak.path+schema	clean	clean	yes
generated	unidentified-embedded	base-leak.path+schema+value	clean	clean	yes
generated	unidentified-embedded	fidelity	ok	ok	yes
generated	whole-content	native	pass	pass	yes
generated	whole-content	premise.tag	parity	parity	yes
generated	whole-content	premise.marked	parity	parity	yes
generated	whole-content	premise.binding	parity	parity	yes
generated	whole-content	effective	script	script	yes
generated	whole-content	overridden	-	-	yes
generated	whole-content	unresolved	-	-	yes
generated	whole-content	message.patch	none	none	yes
generated	whole-content	message.validate	verbatim	verbatim	yes
generated	whole-content	leak.none	leak	leak	yes
generated	whole-content	leak.value	clean	clean	yes
generated	whole-content	leak.resolution-path	clean	clean	yes
generated	whole-content	leak.schema	leak	leak	yes
generated	whole-content	leak.composed-path	clean	clean	yes
generated	whole-content	leak.path+schema	clean	clean	yes
generated	whole-content	leak.path+schema+value	clean	clean	yes
generated	whole-content	base-leak.none	leak	leak	yes
generated	whole-content	base-leak.value	clean	clean	yes
generated	whole-content	base-leak.resolution-path	leak	leak	yes
generated	whole-content	base-leak.schema	clean	clean	yes
generated	whole-content	base-leak.composed-path	leak	leak	yes
generated	whole-content	base-leak.path+schema	clean	clean	yes
generated	whole-content	base-leak.path+schema+value	clean	clean	yes
generated	whole-content	fidelity	ok	ok	yes
generated	yaml-escape	native	pass	pass	yes
generated	yaml-escape	premise.tag	parity	parity	yes
generated	yaml-escape	premise.marked	parity	parity	yes
generated	yaml-escape	premise.binding	parity	parity	yes
generated	yaml-escape	effective	reg-pass	reg-pass	yes
generated	yaml-escape	overridden	-	-	yes
generated	yaml-escape	unresolved	-	-	yes
generated	yaml-escape	message.patch	none	none	yes
generated	yaml-escape	message.validate	verbatim	verbatim	yes
generated	yaml-escape	leak.none	leak	leak	yes
generated	yaml-escape	leak.value	leak	leak	yes
generated	yaml-escape	leak.resolution-path	clean	clean	yes
generated	yaml-escape	leak.schema	clean	clean	yes
generated	yaml-escape	leak.composed-path	clean	clean	yes
generated	yaml-escape	leak.path+schema	clean	clean	yes
generated	yaml-escape	leak.path+schema+value	clean	clean	yes
generated	yaml-escape	base-leak.none	leak	leak	yes
generated	yaml-escape	base-leak.value	clean	clean	yes
generated	yaml-escape	base-leak.resolution-path	leak	leak	yes
generated	yaml-escape	base-leak.schema	clean	clean	yes
generated	yaml-escape	base-leak.composed-path	leak	leak	yes
generated	yaml-escape	base-leak.path+schema	clean	clean	yes
generated	yaml-escape	base-leak.path+schema+value	clean	clean	yes
generated	yaml-escape	fidelity	ok	ok	yes
generated	moved	pair-leak.none	leak	leak	yes
generated	moved	pair-leak.path+schema+value	clean	clean	yes
generated	moved	fidelity	ok	ok	yes
generated	rotate	pair-leak.none	leak	leak	yes
generated	rotate	pair-leak.path+schema+value	clean	clean	yes
generated	rotate	fidelity	ok	ok	yes
